,Sentence #,Word,Pos,Tag
37759,Sentence 3101,boston,NN,B-fromloc
37760,Sentence 3101,and,CC,O
37761,Sentence 3101,denver,NN,B-toloc
37762,Sentence 3102,does,VBZ,O
37763,Sentence 3102,american,JJ,B-airline_name
37764,Sentence 3102,airlines,NNS,I-airline_name
37765,Sentence 3102,fly,VBP,O
37766,Sentence 3102,from,IN,O
37767,Sentence 3102,atlanta,NN,B-fromloc
37768,Sentence 3102,to,TO,O
37769,Sentence 3102,philadelphia,VB,B-toloc
37770,Sentence 3103,i,NN,O
37771,Sentence 3103,would,MD,O
37772,Sentence 3103,like,VB,O
37773,Sentence 3103,to,TO,O
37774,Sentence 3103,fly,VB,O
37775,Sentence 3103,on,IN,O
37776,Sentence 3103,american,JJ,B-airline_name
37777,Sentence 3103,airlines,NNS,I-airline_name
37778,Sentence 3103,from,IN,O
37779,Sentence 3103,baltimore,NN,B-fromloc
37780,Sentence 3103,to,TO,O
37781,Sentence 3103,san,VB,B-toloc
37782,Sentence 3103,francisco,NN,I-toloc
37783,Sentence 3104,flights,NNS,O
37784,Sentence 3104,from,IN,O
37785,Sentence 3104,cincinnati,NN,B-fromloc
37786,Sentence 3104,to,TO,O
37787,Sentence 3104,denver,VB,B-toloc
37788,Sentence 3104,on,IN,O
37789,Sentence 3104,american,JJ,B-airline_name
37790,Sentence 3104,airlines,NNS,I-airline_name
37791,Sentence 3105,please,VB,O
37792,Sentence 3105,find,VB,O
37793,Sentence 3105,a,DT,O
37794,Sentence 3105,flight,NN,O
37795,Sentence 3105,from,IN,O
37796,Sentence 3105,san,JJ,B-fromloc
37797,Sentence 3105,diego,NN,I-fromloc
37798,Sentence 3105,to,TO,O
37799,Sentence 3105,toronto,VB,B-toloc
37800,Sentence 3105,on,IN,O
37801,Sentence 3105,alaska,NN,B-airline_name
37802,Sentence 3105,airlines,NNS,I-airline_name
37803,Sentence 3106,hi,NN,O
37804,Sentence 3106,i,NN,O
37805,Sentence 3106,d,MD,O
37806,Sentence 3106,like,VB,O
37807,Sentence 3106,a,DT,O
37808,Sentence 3106,flight,NN,O
37809,Sentence 3106,on,IN,O
37810,Sentence 3106,alaska,NN,B-airline_name
37811,Sentence 3106,airlines,NNS,I-airline_name
37812,Sentence 3106,from,IN,O
37813,Sentence 3106,san,JJ,B-fromloc
37814,Sentence 3106,diego,NN,I-fromloc
37815,Sentence 3106,to,TO,O
37816,Sentence 3106,toronto,VB,B-toloc
37817,Sentence 3106,please,NN,O
37818,Sentence 3107,what,WDT,O
37819,Sentence 3107,are,VBP,O
37820,Sentence 3107,the,DT,O
37821,Sentence 3107,morning,NN,B-depart_time.period_of_day
37822,Sentence 3107,flights,NNS,O
37823,Sentence 3107,from,IN,O
37824,Sentence 3107,philadelphia,NN,B-fromloc
37825,Sentence 3107,to,TO,O
37826,Sentence 3107,dallas,VB,B-toloc
37827,Sentence 3107,going,VBG,O
37828,Sentence 3107,on,IN,O
37829,Sentence 3107,american,JJ,B-airline_name
37830,Sentence 3107,airlines,NNS,I-airline_name
37831,Sentence 3108,please,VB,O
37832,Sentence 3108,list,NN,O
37833,Sentence 3108,all,DT,O
37834,Sentence 3108,flights,NNS,O
37835,Sentence 3108,on,IN,O
37836,Sentence 3108,united,JJ,B-airline_name
37837,Sentence 3108,airlines,NNS,I-airline_name
37838,Sentence 3108,and,CC,O
37839,Sentence 3108,northwest,JJS,B-airline_name
37840,Sentence 3108,which,WDT,O
37841,Sentence 3108,go,VBP,O
37842,Sentence 3108,to,TO,O
37843,Sentence 3108,denver,VB,B-toloc
37844,Sentence 3109,list,JJ,O
37845,Sentence 3109,american,JJ,B-airline_name
37846,Sentence 3109,airlines,NNS,I-airline_name
37847,Sentence 3109,flights,NNS,O
37848,Sentence 3109,from,IN,O
37849,Sentence 3109,san,JJ,B-fromloc
37850,Sentence 3109,jose,NN,I-fromloc
37851,Sentence 3109,to,TO,O
37852,Sentence 3109,dallas,VB,B-toloc
37853,Sentence 3109,friday,JJ,B-depart_date.day_name
37854,Sentence 3109,afternoon,NN,B-depart_time.period_of_day
37855,Sentence 3110,okay,NN,O
37856,Sentence 3110,i,NN,O
37857,Sentence 3110,d,MD,O
37858,Sentence 3110,like,VB,O
37859,Sentence 3110,a,DT,O
37860,Sentence 3110,flight,NN,O
37861,Sentence 3110,on,IN,O
37862,Sentence 3110,us,PRP,B-airline_name
37863,Sentence 3110,air,NN,I-airline_name
37864,Sentence 3110,from,IN,O
37865,Sentence 3110,indianapolis,NN,B-fromloc
37866,Sentence 3110,to,TO,O
37867,Sentence 3110,san,VB,B-toloc
37868,Sentence 3110,diego,NN,I-toloc
37869,Sentence 3110,in,IN,O
37870,Sentence 3110,the,DT,O
37871,Sentence 3110,afternoon,NN,B-depart_time.period_of_day
37872,Sentence 3110,what,WP,O
37873,Sentence 3110,s,VBZ,O
37874,Sentence 3110,available,JJ,O
37875,Sentence 3111,list,NN,O
37876,Sentence 3111,the,DT,O
37877,Sentence 3111,alaska,NN,B-airline_name
37878,Sentence 3111,airlines,NNS,I-airline_name
37879,Sentence 3111,flights,NNS,O
37880,Sentence 3111,arriving,VBG,O
37881,Sentence 3111,in,IN,O
37882,Sentence 3111,burbank,NN,B-toloc
37883,Sentence 3112,show,NN,O
37884,Sentence 3112,delta,NN,B-airline_name
37885,Sentence 3112,airlines,NNS,I-airline_name
37886,Sentence 3112,flights,NNS,O
37887,Sentence 3112,from,IN,O
37888,Sentence 3112,boston,NN,B-fromloc
37889,Sentence 3112,to,TO,O
37890,Sentence 3112,salt,VB,B-toloc
37891,Sentence 3112,lake,JJ,I-toloc
37892,Sentence 3112,city,NN,I-toloc
37893,Sentence 3113,is,VBZ,O
37894,Sentence 3113,there,EX,O
37895,Sentence 3113,a,DT,O
37896,Sentence 3113,flight,NN,O
37897,Sentence 3113,on,IN,O
37898,Sentence 3113,continental,JJ,B-airline_name
37899,Sentence 3113,airlines,NNS,I-airline_name
37900,Sentence 3113,from,IN,O
37901,Sentence 3113,boston,NN,B-fromloc
37902,Sentence 3113,to,TO,O
37903,Sentence 3113,denver,VB,B-toloc
37904,Sentence 3114,american,JJ,B-airline_name
37905,Sentence 3114,airlines,NNS,I-airline_name
37906,Sentence 3114,leaving,VBG,O
37907,Sentence 3114,phoenix,NN,B-fromloc
37908,Sentence 3115,which,WDT,O
37909,Sentence 3115,flights,NNS,O
37910,Sentence 3115,on,IN,O
37911,Sentence 3115,northwest,JJS,B-airline_name
37912,Sentence 3115,airline,NN,I-airline_name
37913,Sentence 3115,leave,VBP,O
37914,Sentence 3115,detroit,NNS,B-fromloc
37915,Sentence 3115,and,CC,O
37916,Sentence 3115,arrive,NN,O
37917,Sentence 3115,at,IN,O
37918,Sentence 3115,st.,NN,B-toloc
37919,Sentence 3115,petersburg,NN,I-toloc
37920,Sentence 3116,what,WP,O
37921,Sentence 3116,flights,VBD,O
37922,Sentence 3116,does,VBZ,O
37923,Sentence 3116,american,JJ,B-airline_name
37924,Sentence 3116,airlines,NNS,I-airline_name
37925,Sentence 3116,fly,VBP,O
37926,Sentence 3116,from,IN,O
37927,Sentence 3116,philadelphia,NN,B-fromloc
37928,Sentence 3116,to,TO,O
37929,Sentence 3116,dallas,VB,B-toloc
37930,Sentence 3117,what,WP,O
37931,Sentence 3117,afternoon,NN,B-depart_time.period_of_day
37932,Sentence 3117,flights,NNS,O
37933,Sentence 3117,are,VBP,O
37934,Sentence 3117,available,JJ,O
37935,Sentence 3117,from,IN,O
37936,Sentence 3117,atlanta,NN,B-fromloc
37937,Sentence 3117,to,TO,O
37938,Sentence 3117,san,VB,B-toloc
37939,Sentence 3117,francisco,NN,I-toloc
37940,Sentence 3118,list,NN,O
37941,Sentence 3118,all,DT,O
37942,Sentence 3118,flights,NNS,O
37943,Sentence 3118,from,IN,O
37944,Sentence 3118,atlanta,NN,B-fromloc
37945,Sentence 3118,to,TO,O
37946,Sentence 3118,baltimore,VB,B-toloc
37947,Sentence 3118,thursday,JJ,B-depart_date.day_name
37948,Sentence 3118,morning,NN,B-depart_time.period_of_day
37949,Sentence 3119,list,NN,O
37950,Sentence 3119,the,DT,O
37951,Sentence 3119,morning,NN,B-depart_time.period_of_day
37952,Sentence 3119,flights,NNS,O
37953,Sentence 3119,between,IN,O
37954,Sentence 3119,atlanta,NN,B-fromloc
37955,Sentence 3119,and,CC,O
37956,Sentence 3119,dallas,NN,B-toloc
37957,Sentence 3120,give,VB,O
37958,Sentence 3120,me,PRP,O
37959,Sentence 3120,the,DT,O
37960,Sentence 3120,flights,NNS,O
37961,Sentence 3120,from,IN,O
37962,Sentence 3120,pittsburgh,NN,B-fromloc
37963,Sentence 3120,to,TO,O
37964,Sentence 3120,los,VB,B-toloc
37965,Sentence 3120,angeles,NNS,I-toloc
37966,Sentence 3120,on,IN,O
37967,Sentence 3120,thursday,NN,B-depart_date.day_name
37968,Sentence 3120,evening,NN,B-depart_time.period_of_day
37969,Sentence 3121,chicago,NN,B-fromloc
37970,Sentence 3121,to,TO,O
37971,Sentence 3121,las,VB,B-toloc
37972,Sentence 3121,vegas,NN,I-toloc
37973,Sentence 3121,saturday,JJ,B-depart_date.day_name
37974,Sentence 3121,morning,NN,B-depart_time.period_of_day
37975,Sentence 3122,which,WDT,O
37976,Sentence 3122,flights,NNS,O
37977,Sentence 3122,depart,VBP,O
37978,Sentence 3122,los,JJ,B-fromloc
37979,Sentence 3122,angeles,NNS,I-fromloc
37980,Sentence 3122,destination,NN,O
37981,Sentence 3122,charlotte,NN,B-toloc
37982,Sentence 3122,that,WDT,O
37983,Sentence 3122,leave,VBP,O
37984,Sentence 3122,on,IN,O
37985,Sentence 3122,a,DT,O
37986,Sentence 3122,monday,JJ,B-depart_date.day_name
37987,Sentence 3122,morning,NN,B-depart_time.period_of_day
37988,Sentence 3123,show,NN,O
37989,Sentence 3123,afternoon,NN,B-depart_time.period_of_day
37990,Sentence 3123,flights,NNS,O
37991,Sentence 3123,from,IN,O
37992,Sentence 3123,houston,NN,B-fromloc
37993,Sentence 3123,to,TO,O
37994,Sentence 3123,dallas,VB,B-toloc
37995,Sentence 3124,give,VB,O
37996,Sentence 3124,me,PRP,O
37997,Sentence 3124,flights,NNS,O
37998,Sentence 3124,from,IN,O
37999,Sentence 3124,chicago,NN,B-fromloc
38000,Sentence 3124,to,TO,O
38001,Sentence 3124,seattle,VB,B-toloc
38002,Sentence 3124,on,IN,O
38003,Sentence 3124,saturday,JJ,B-depart_date.day_name
38004,Sentence 3124,morning,NN,B-depart_time.period_of_day
38005,Sentence 3125,cleveland,NN,B-fromloc
38006,Sentence 3125,to,TO,O
38007,Sentence 3125,nashville,VB,B-toloc
38008,Sentence 3125,flight,NN,O
38009,Sentence 3125,friday,NN,B-depart_date.day_name
38010,Sentence 3125,morning,NN,B-depart_time.period_of_day
38011,Sentence 3126,what,WP,O
38012,Sentence 3126,evening,VBG,B-depart_time.period_of_day
38013,Sentence 3126,flights,NNS,O
38014,Sentence 3126,do,VBP,O
38015,Sentence 3126,you,PRP,O
38016,Sentence 3126,have,VBP,O
38017,Sentence 3126,available,JJ,O
38018,Sentence 3126,from,IN,O
38019,Sentence 3126,baltimore,NN,B-fromloc
38020,Sentence 3126,to,TO,O
38021,Sentence 3126,philadelphia,VB,B-toloc
38022,Sentence 3127,list,NN,O
38023,Sentence 3127,the,DT,O
38024,Sentence 3127,flights,NNS,O
38025,Sentence 3127,on,IN,O
38026,Sentence 3127,sunday,JJ,B-depart_date.day_name
38027,Sentence 3127,afternoon,NN,B-depart_time.period_of_day
38028,Sentence 3127,from,IN,O
38029,Sentence 3127,oakland,NN,B-fromloc
38030,Sentence 3127,to,TO,O
38031,Sentence 3127,dallas,VB,B-toloc
38032,Sentence 3128,what,WP,O
38033,Sentence 3128,flights,NNS,O
38034,Sentence 3128,leave,VBP,O
38035,Sentence 3128,from,IN,O
38036,Sentence 3128,newark,NN,B-fromloc
38037,Sentence 3128,to,TO,O
38038,Sentence 3128,los,VB,B-toloc
38039,Sentence 3128,angeles,NNS,I-toloc
38040,Sentence 3128,in,IN,O
38041,Sentence 3128,the,DT,O
38042,Sentence 3128,afternoon,NN,B-depart_time.period_of_day
38043,Sentence 3129,show,NN,O
38044,Sentence 3129,morning,NN,B-depart_time.period_of_day
38045,Sentence 3129,flights,NNS,O
38046,Sentence 3129,from,IN,O
38047,Sentence 3129,philadelphia,NN,B-fromloc
38048,Sentence 3129,to,TO,O
38049,Sentence 3129,dallas,VB,B-toloc
38050,Sentence 3130,what,WP,O
38051,Sentence 3130,flights,NNS,O
38052,Sentence 3130,leave,VBP,O
38053,Sentence 3130,phoenix,VBN,B-fromloc
38054,Sentence 3130,on,IN,O
38055,Sentence 3130,wednesday,JJ,B-depart_date.day_name
38056,Sentence 3130,evening,NN,B-depart_time.period_of_day
38057,Sentence 3130,and,CC,O
38058,Sentence 3130,arrive,JJ,O
38059,Sentence 3130,in,IN,O
38060,Sentence 3130,milwaukee,NN,B-toloc
38061,Sentence 3131,what,WP,O
38062,Sentence 3131,morning,NN,B-depart_time.period_of_day
38063,Sentence 3131,flights,NNS,O
38064,Sentence 3131,do,VBP,O
38065,Sentence 3131,you,PRP,O
38066,Sentence 3131,have,VBP,O
38067,Sentence 3131,between,IN,O
38068,Sentence 3131,oakland,NN,B-fromloc
38069,Sentence 3131,and,CC,O
38070,Sentence 3131,denver,NN,B-toloc
38071,Sentence 3132,what,WP,O
38072,Sentence 3132,flights,NNS,O
38073,Sentence 3132,go,VBP,O
38074,Sentence 3132,from,IN,O
38075,Sentence 3132,charlotte,NN,B-fromloc
38076,Sentence 3132,to,TO,O
38077,Sentence 3132,baltimore,VB,B-toloc
38078,Sentence 3132,in,IN,O
38079,Sentence 3132,the,DT,O
38080,Sentence 3132,morning,NN,B-depart_time.period_of_day
38081,Sentence 3133,what,WP,O
38082,Sentence 3133,afternoon,NN,B-depart_time.period_of_day
38083,Sentence 3133,flights,NNS,O
38084,Sentence 3133,are,VBP,O
38085,Sentence 3133,available,JJ,O
38086,Sentence 3133,from,IN,O
38087,Sentence 3133,denver,NN,B-fromloc
38088,Sentence 3133,to,TO,O
38089,Sentence 3133,san,VB,B-toloc
38090,Sentence 3133,francisco,NN,I-toloc
38091,Sentence 3133,on,IN,O
38092,Sentence 3133,wednesdays,NNS,B-depart_date.day_name
38093,Sentence 3134,show,VB,O
38094,Sentence 3134,me,PRP,O
38095,Sentence 3134,the,DT,O
38096,Sentence 3134,list,NN,O
38097,Sentence 3134,of,IN,O
38098,Sentence 3134,flights,NNS,O
38099,Sentence 3134,between,IN,O
38100,Sentence 3134,philadelphia,NN,B-fromloc
38101,Sentence 3134,and,CC,O
38102,Sentence 3134,denver,NN,B-toloc
38103,Sentence 3134,that,WDT,O
38104,Sentence 3134,leave,VBP,O
38105,Sentence 3134,in,IN,O
38106,Sentence 3134,the,DT,O
38107,Sentence 3134,afternoon,NN,B-depart_time.period_of_day
38108,Sentence 3135,morning,NN,B-depart_time.period_of_day
38109,Sentence 3135,flight,NN,O
38110,Sentence 3135,from,IN,O
38111,Sentence 3135,atlanta,NN,B-fromloc
38112,Sentence 3135,to,TO,O
38113,Sentence 3135,philadelphia,VB,B-toloc
38114,Sentence 3136,show,NN,O
38115,Sentence 3136,flights,NNS,O
38116,Sentence 3136,from,IN,O
38117,Sentence 3136,boston,NN,B-fromloc
38118,Sentence 3136,to,TO,O
38119,Sentence 3136,denver,VB,B-toloc
38120,Sentence 3136,on,IN,O
38121,Sentence 3136,wednesday,JJ,B-depart_date.day_name
38122,Sentence 3136,morning,NN,B-depart_time.period_of_day
38123,Sentence 3137,can,MD,O
38124,Sentence 3137,you,PRP,O
38125,Sentence 3137,give,VB,O
38126,Sentence 3137,me,PRP,O
38127,Sentence 3137,the,DT,O
38128,Sentence 3137,evening,VBG,B-depart_time.period_of_day
38129,Sentence 3137,flight,NN,O
38130,Sentence 3137,on,IN,O
38131,Sentence 3137,wednesday,NN,B-depart_date.day_name
38132,Sentence 3137,from,IN,O
38133,Sentence 3137,washington,NN,B-fromloc
38134,Sentence 3137,to,TO,O
38135,Sentence 3137,atlanta,VB,B-toloc
38136,Sentence 3137,again,RB,O
38137,Sentence 3138,what,WP,O
38138,Sentence 3138,flights,NNS,O
38139,Sentence 3138,are,VBP,O
38140,Sentence 3138,available,JJ,O
38141,Sentence 3138,sunday,JJ,B-depart_date.day_name
38142,Sentence 3138,afternoon,NN,B-depart_time.period_of_day
38143,Sentence 3138,from,IN,O
38144,Sentence 3138,oakland,NN,B-fromloc
38145,Sentence 3138,to,TO,O
38146,Sentence 3138,dallas,VB,B-toloc
38147,Sentence 3139,show,VB,O
38148,Sentence 3139,me,PRP,O
38149,Sentence 3139,continental,JJ,B-airline_name
38150,Sentence 3139,flights,NNS,O
38151,Sentence 3139,from,IN,O
38152,Sentence 3139,chicago,NN,B-fromloc
38153,Sentence 3139,to,TO,O
38154,Sentence 3139,seattle,VB,B-toloc
38155,Sentence 3139,on,IN,O
38156,Sentence 3139,saturday,JJ,B-depart_date.day_name
38157,Sentence 3139,morning,NN,B-depart_time.period_of_day
38158,Sentence 3140,show,VB,O
38159,Sentence 3140,me,PRP,O
38160,Sentence 3140,flights,NNS,O
38161,Sentence 3140,from,IN,O
38162,Sentence 3140,atlanta,NN,B-fromloc
38163,Sentence 3140,to,TO,O
38164,Sentence 3140,philadelphia,VB,B-toloc
38165,Sentence 3140,in,IN,O
38166,Sentence 3140,the,DT,O
38167,Sentence 3140,morning,NN,B-depart_time.period_of_day
38168,Sentence 3141,los,NN,B-fromloc
38169,Sentence 3141,angeles,NNS,I-fromloc
38170,Sentence 3141,to,TO,O
38171,Sentence 3141,pittsburgh,VB,B-toloc
38172,Sentence 3141,afternoon,NN,B-depart_time.period_of_day
38173,Sentence 3141,tuesday,NN,B-depart_date.day_name
38174,Sentence 3142,what,WDT,O
38175,Sentence 3142,are,VBP,O
38176,Sentence 3142,the,DT,O
38177,Sentence 3142,afternoon,NN,B-depart_time.period_of_day
38178,Sentence 3142,flights,NNS,O
38179,Sentence 3142,from,IN,O
38180,Sentence 3142,atlanta,NN,B-fromloc
38181,Sentence 3142,to,TO,O
38182,Sentence 3142,baltimore,VB,B-toloc
38183,Sentence 3143,please,VB,O
38184,Sentence 3143,list,NN,O
38185,Sentence 3143,the,DT,O
38186,Sentence 3143,thursday,JJ,B-depart_date.day_name
38187,Sentence 3143,morning,NN,B-depart_time.period_of_day
38188,Sentence 3143,flights,NNS,O
38189,Sentence 3143,from,IN,O
38190,Sentence 3143,st.,NN,B-fromloc
38191,Sentence 3143,louis,NN,I-fromloc
38192,Sentence 3143,to,TO,O
38193,Sentence 3143,st.,VB,B-toloc
38194,Sentence 3143,paul,NN,I-toloc
38195,Sentence 3144,how,WRB,O
38196,Sentence 3144,about,IN,O
38197,Sentence 3144,a,DT,O
38198,Sentence 3144,flight,NN,O
38199,Sentence 3144,leaving,VBG,O
38200,Sentence 3144,tuesday,JJ,B-depart_date.day_name
38201,Sentence 3144,night,NN,B-depart_time.period_of_day
38202,Sentence 3144,from,IN,O
38203,Sentence 3144,st.,NN,B-fromloc
38204,Sentence 3144,louis,NN,I-fromloc
38205,Sentence 3144,to,TO,O
38206,Sentence 3144,burbank,VB,B-toloc
38207,Sentence 3145,afternoon,NN,B-depart_time.period_of_day
38208,Sentence 3145,flight,NN,O
38209,Sentence 3145,from,IN,O
38210,Sentence 3145,denver,NN,B-fromloc
38211,Sentence 3145,to,TO,O
38212,Sentence 3145,san,VB,B-toloc
38213,Sentence 3145,francisco,NN,I-toloc
38214,Sentence 3146,i,NN,O
38215,Sentence 3146,want,VBP,O
38216,Sentence 3146,a,DT,O
38217,Sentence 3146,flight,NN,O
38218,Sentence 3146,from,IN,O
38219,Sentence 3146,houston,NN,B-fromloc
38220,Sentence 3146,to,TO,O
38221,Sentence 3146,memphis,VB,B-toloc
38222,Sentence 3146,on,IN,O
38223,Sentence 3146,tuesday,JJ,B-depart_date.day_name
38224,Sentence 3146,morning,NN,B-depart_time.period_of_day
38225,Sentence 3147,i,NNS,O
38226,Sentence 3147,need,VBP,O
38227,Sentence 3147,to,TO,O
38228,Sentence 3147,fly,VB,O
38229,Sentence 3147,from,IN,O
38230,Sentence 3147,baltimore,NN,B-fromloc
38231,Sentence 3147,to,TO,O
38232,Sentence 3147,dallas,VB,B-toloc
38233,Sentence 3147,on,IN,O
38234,Sentence 3147,tuesday,NN,B-depart_date.day_name
38235,Sentence 3147,evening,NN,B-depart_time.period_of_day
38236,Sentence 3148,show,VB,O
38237,Sentence 3148,the,DT,O
38238,Sentence 3148,flights,NNS,O
38239,Sentence 3148,from,IN,O
38240,Sentence 3148,milwaukee,NN,B-fromloc
38241,Sentence 3148,to,TO,O
38242,Sentence 3148,orlando,VB,B-toloc
38243,Sentence 3148,on,IN,O
38244,Sentence 3148,a,DT,O
38245,Sentence 3148,thursday,JJ,B-depart_date.day_name
38246,Sentence 3148,morning,NN,B-depart_time.period_of_day
38247,Sentence 3149,i,NN,O
38248,Sentence 3149,want,VBP,O
38249,Sentence 3149,to,TO,O
38250,Sentence 3149,travel,VB,O
38251,Sentence 3149,from,IN,O
38252,Sentence 3149,philadelphia,NN,B-fromloc
38253,Sentence 3149,to,TO,O
38254,Sentence 3149,boston,VB,B-toloc
38255,Sentence 3149,on,IN,O
38256,Sentence 3149,wednesday,JJ,B-depart_date.day_name
38257,Sentence 3149,afternoon,NN,B-depart_time.period_of_day
38258,Sentence 3150,information,NN,O
38259,Sentence 3150,on,IN,O
38260,Sentence 3150,afternoon,NN,B-depart_time.period_of_day
38261,Sentence 3150,flights,NNS,O
38262,Sentence 3150,from,IN,O
38263,Sentence 3150,philadelphia,NN,B-fromloc
38264,Sentence 3150,to,TO,O
38265,Sentence 3150,denver,VB,B-toloc
38266,Sentence 3151,show,VB,O
38267,Sentence 3151,me,PRP,O
38268,Sentence 3151,the,DT,O
38269,Sentence 3151,morning,NN,B-depart_time.period_of_day
38270,Sentence 3151,flights,NNS,O
38271,Sentence 3151,from,IN,O
38272,Sentence 3151,memphis,NN,B-fromloc
38273,Sentence 3151,to,TO,O
38274,Sentence 3151,new,JJ,B-toloc
38275,Sentence 3151,york,NN,I-toloc
38276,Sentence 3151,city,NN,I-toloc
38277,Sentence 3152,show,VB,O
38278,Sentence 3152,me,PRP,O
38279,Sentence 3152,all,PDT,O
38280,Sentence 3152,the,DT,O
38281,Sentence 3152,flights,NNS,O
38282,Sentence 3152,from,IN,O
38283,Sentence 3152,charlotte,NN,B-fromloc
38284,Sentence 3152,to,TO,O
38285,Sentence 3152,minneapolis,VB,B-toloc
38286,Sentence 3152,on,IN,O
38287,Sentence 3152,tuesday,JJ,B-depart_date.day_name
38288,Sentence 3152,morning,NN,B-depart_time.period_of_day
38289,Sentence 3153,i,JJ,O
38290,Sentence 3153,d,MD,O
38291,Sentence 3153,like,VB,O
38292,Sentence 3153,a,DT,O
38293,Sentence 3153,morning,NN,B-depart_time.period_of_day
38294,Sentence 3153,flight,NN,O
38295,Sentence 3153,from,IN,O
38296,Sentence 3153,newark,NN,B-fromloc
38297,Sentence 3153,to,TO,O
38298,Sentence 3153,los,VB,B-toloc
38299,Sentence 3153,angeles,NNS,I-toloc
38300,Sentence 3154,kansas,NNS,B-fromloc
38301,Sentence 3154,city,NN,I-fromloc
38302,Sentence 3154,to,TO,O
38303,Sentence 3154,atlanta,VB,B-toloc
38304,Sentence 3154,monday,JJ,B-depart_date.day_name
38305,Sentence 3154,morning,NN,B-depart_time.period_of_day
38306,Sentence 3154,flights,NNS,O
38307,Sentence 3155,please,VB,O
38308,Sentence 3155,give,VB,O
38309,Sentence 3155,me,PRP,O
38310,Sentence 3155,flights,NNS,O
38311,Sentence 3155,from,IN,O
38312,Sentence 3155,atlanta,NN,B-fromloc
38313,Sentence 3155,to,TO,O
38314,Sentence 3155,boston,VB,B-toloc
38315,Sentence 3155,on,IN,O
38316,Sentence 3155,wednesday,JJ,B-depart_date.day_name
38317,Sentence 3155,afternoon,NN,B-depart_time.period_of_day
38318,Sentence 3155,and,CC,O
38319,Sentence 3155,thursday,JJ,B-depart_date.day_name
38320,Sentence 3155,morning,NN,B-depart_time.period_of_day
38321,Sentence 3156,please,VB,O
38322,Sentence 3156,list,NN,O
38323,Sentence 3156,the,DT,O
38324,Sentence 3156,flights,NNS,O
38325,Sentence 3156,from,IN,O
38326,Sentence 3156,memphis,NN,B-fromloc
38327,Sentence 3156,to,TO,O
38328,Sentence 3156,new,JJ,B-toloc
38329,Sentence 3156,york,NN,I-toloc
38330,Sentence 3156,city,NN,I-toloc
38331,Sentence 3156,on,IN,O
38332,Sentence 3156,a,DT,O
38333,Sentence 3156,monday,NN,B-depart_date.day_name
38334,Sentence 3156,night,NN,B-depart_time.period_of_day
38335,Sentence 3157,list,NN,O
38336,Sentence 3157,flights,NNS,O
38337,Sentence 3157,from,IN,O
38338,Sentence 3157,pittsburgh,NN,B-fromloc
38339,Sentence 3157,to,TO,O
38340,Sentence 3157,newark,VB,B-toloc
38341,Sentence 3157,on,IN,O
38342,Sentence 3157,monday,NN,B-depart_date.day_name
38343,Sentence 3157,morning,NN,B-depart_time.period_of_day
38344,Sentence 3158,show,VB,O
38345,Sentence 3158,me,PRP,O
38346,Sentence 3158,flights,NNS,O
38347,Sentence 3158,from,IN,O
38348,Sentence 3158,pittsburgh,NN,B-fromloc
38349,Sentence 3158,to,TO,O
38350,Sentence 3158,los,VB,B-toloc
38351,Sentence 3158,angeles,NNS,I-toloc
38352,Sentence 3158,thursday,IN,B-depart_date.day_name
38353,Sentence 3158,evening,VBG,B-depart_time.period_of_day
38354,Sentence 3159,and,CC,O
38355,Sentence 3159,a,DT,O
38356,Sentence 3159,flight,NN,O
38357,Sentence 3159,from,IN,O
38358,Sentence 3159,st.,NN,B-fromloc
38359,Sentence 3159,louis,NN,I-fromloc
38360,Sentence 3159,to,TO,O
38361,Sentence 3159,burbank,VB,B-toloc
38362,Sentence 3159,that,IN,O
38363,Sentence 3159,leaves,NNS,O
38364,Sentence 3159,tuesday,JJ,B-depart_date.day_name
38365,Sentence 3159,afternoon,NN,B-depart_time.period_of_day
38366,Sentence 3160,show,VB,O
38367,Sentence 3160,me,PRP,O
38368,Sentence 3160,the,DT,O
38369,Sentence 3160,flights,NNS,O
38370,Sentence 3160,that,WDT,O
38371,Sentence 3160,go,VBP,O
38372,Sentence 3160,from,IN,O
38373,Sentence 3160,atlanta,NN,B-fromloc
38374,Sentence 3160,to,TO,O
38375,Sentence 3160,washington,VB,B-toloc
38376,Sentence 3160,on,IN,O
38377,Sentence 3160,thursday,JJ,B-depart_date.day_name
38378,Sentence 3160,mornings,NNS,B-depart_time.period_of_day
38379,Sentence 3161,i,NN,O
38380,Sentence 3161,want,VBP,O
38381,Sentence 3161,a,DT,O
38382,Sentence 3161,flight,NN,O
38383,Sentence 3161,from,IN,O
38384,Sentence 3161,san,JJ,B-fromloc
38385,Sentence 3161,diego,NN,I-fromloc
38386,Sentence 3161,to,TO,O
38387,Sentence 3161,indianapolis,VB,B-toloc
38388,Sentence 3161,that,DT,O
38389,Sentence 3161,leaves,VBZ,O
38390,Sentence 3161,tuesday,JJ,B-depart_date.day_name
38391,Sentence 3161,afternoon,NN,B-depart_time.period_of_day
38392,Sentence 3162,give,VB,O
38393,Sentence 3162,me,PRP,O
38394,Sentence 3162,the,DT,O
38395,Sentence 3162,flights,NNS,O
38396,Sentence 3162,from,IN,O
38397,Sentence 3162,chicago,NN,B-fromloc
38398,Sentence 3162,to,TO,O
38399,Sentence 3162,seattle,VB,B-toloc
38400,Sentence 3162,on,IN,O
38401,Sentence 3162,saturday,JJ,B-depart_date.day_name
